Brand,Description,Size,Classification,VendorNo,n_store_skus,beg_onhand,end_onhand,units_sold,units_purchased,sales_revenue,gross_profit,unit_cost,unit_sell,sales_span_days,gross_margin_pct,daily_demand,days_of_supply,needs_reorder,discontinue_candidate,profitable
6941.0,Bolla Pinot Grigio,750mL,2.0,516.0,3,21.0,19.0,3.0,63.0,26.97,8.370000000000001,6.2,9.323333333333332,60.0,31.034482758620697,0.05,380.0,0,1,1
6942.0,Southern Comfort Cherry,750mL,2.0,1128.0,42,496.0,0.0,113.0,192.0,1303.3700000000001,460.39000000000004,7.46,11.873597883597885,60.0,35.323047177700886,1.8833333333333333,0.0,1,0,1
6946.0,Rosemount Diamond Cab Svgn,750mL,2.0,4425.0,78,1055.0,997.0,327.0,4391.0,3240.73,1674.4,4.79,9.301548174048174,60.0,51.667371240430406,5.45,182.93577981651376,0,1,1
6950.0,Solerno Blood Orange Liqueur,750mL,1.0,3664.0,62,416.0,405.0,147.0,1954.0,5095.530000000001,1638.0900000000004,23.52,33.6606116464181,60.0,32.14758818022856,2.45,165.30612244897958,0,0,1
6952.0,Marie Brizard Cassis d Dijon,750mL,1.0,8735.0,4,10.0,40.0,7.0,119.0,137.93,47.98,12.85,19.82333333333333,60.0,34.7857608932067,0.11666666666666667,342.85714285714283,0,1,1
6957.0,Torna Sorrento Limoncello,750mL,1.0,10754.0,5,16.0,0.0,7.0,0.0,97.92999999999999,22.61,10.76,14.99,60.0,23.0879199428163,0.11666666666666667,0.0,1,0,1
6958.0,Vendange Svgn Bl,1.5L,2.0,1392.0,74,1079.0,996.0,510.0,7001.0,4846.9,2128.6,5.33,9.740574882096622,60.0,43.91673028121067,8.5,117.17647058823529,0,0,1
6960.0,Cooks Brut,750mL,2.0,1392.0,78,2963.0,3469.0,1271.0,20410.0,9858.289999999999,4011.69,4.6,7.721416394371859,60.0,40.69356856006468,21.183333333333334,163.7608182533438,0,0,1
6967.0,Santa Margherita Pnt Grigio,750mL,2.0,4425.0,79,5573.0,5222.0,2644.0,46021.0,55113.56,23676.399999999998,11.89,20.76570854165956,60.0,42.95930076010332,44.06666666666667,118.50226928895611,0,0,1
6968.0,Peter Vella Burgundy B/B,5L,2.0,3252.0,1,1.0,4.0,1.0,76.0,14.99,5.26,9.73,14.99,60.0,35.090060040026685,0.016666666666666666,240.0,0,1,1
6974.0,Benziger Cab Svgn Sonoma,750mL,2.0,9815.0,32,1477.0,1547.0,1078.0,3988.0,15114.22,5325.9800000000005,9.08,14.187433035714285,60.0,35.238206139648625,17.966666666666665,86.1038961038961,0,0,1
6975.0,Jacobs Crk Chard,750mL,2.0,17035.0,60,876.0,772.0,228.0,5683.0,1999.72,907.6,4.79,8.575371572871573,60.0,45.38635408957254,3.8,203.1578947368421,0,1,1
6976.0,Ruffino Chianti Clsc RSV Tan,750mL,2.0,1392.0,79,1136.0,1168.0,674.0,8490.0,13449.26,4862.499999999999,12.74,19.896658094325627,60.0,36.154405521195955,11.233333333333333,103.97626112759644,0,0,1
6980.0,Midnight Moon Blueberry,750mL,1.0,9165.0,77,944.0,742.0,195.0,2045.0,3898.0499999999997,1175.8499999999995,13.96,19.70428571428571,60.0,30.16508254127062,3.25,228.30769230769232,0,1,1
6981.0,J Lohr Cypress Merlot,750mL,,,1,11.0,12.0,0.0,72.0,0.0,0.0,6.12,8.99,60.0,,0.0,,0,1,0
6983.0,J Lohr Seven Oaks Cab Svgn,750mL,2.0,4425.0,79,4038.0,1882.0,3689.0,23527.0,58963.11,28455.08,8.27,15.988686413881888,60.0,48.259123373919735,61.483333333333334,30.609921387910003,0,0,1
6984.0,Kendall Jackson Vntrs RSV Me,750mL,2.0,10000.0,75,2533.0,1954.0,323.0,5139.0,6276.7699999999995,2736.6899999999996,10.96,18.955789321789318,60.0,43.60029123259256,5.383333333333334,362.9721362229102,0,1,1
6986.0,Marquis de Chasse Ginestet,750mL,2.0,4425.0,26,10.0,0.0,3.0,0.0,29.97,10.620000000000001,6.450000000000001,9.99,60.0,35.435435435435444,0.05,0.0,1,0,1
6987.0,Rosemount Shiraz/Cab Svgn,750mL,2.0,4425.0,40,596.0,394.0,116.0,906.0,1158.8400000000001,381.64,6.7,10.440000000000001,60.0,32.93293293293293,1.9333333333333333,203.79310344827587,0,1,1
6990.0,Marie Brizard Chocolat Royal,750mL,2.0,8735.0,37,251.0,0.0,96.0,410.0,1741.04,549.6799999999998,12.41,18.571081081081083,60.0,31.57193401644993,1.6,0.0,1,0,1
6995.0,Carlo Rossi Spanada Sangria,1.5L,2.0,3252.0,57,518.0,465.0,480.0,6209.0,3355.2,1056.0,4.790000000000001,6.99,60.0,31.47353361945637,8.0,58.125,0,0,1
7017.0,The Pogues Irish Whiskey,750mL,1.0,9552.0,20,295.0,164.0,55.0,428.0,1768.4499999999998,360.99999999999994,25.59,32.646249999999995,60.0,20.41335632898866,0.9166666666666666,178.9090909090909,0,0,1
7127.0,Mezcal De Amor Amaras,750mL,2.0,9165.0,37,252.0,156.0,25.0,320.0,1213.75,443.25,30.819999999999997,49.557567567567574,60.0,36.519052523171986,0.4166666666666667,374.4,0,1,1
7159.0,Ruffino Chianti,750mL,2.0,1392.0,78,1351.0,1388.0,819.0,12616.0,6561.8099999999995,2696.13,4.72,7.927684573261495,60.0,41.0882058456432,13.65,101.68498168498168,0,0,1
7193.0,Woodstock Killer Bee,750mL,1.0,9165.0,6,95.0,2.0,42.0,0.0,482.58,108.35999999999999,8.91,12.24,60.0,22.454308093994776,0.7,2.857142857142857,1,0,1
7198.0,New Amsterdam Pineapple Vdka,750mL,1.0,3252.0,75,1774.0,2653.0,684.0,7673.0,6896.16,1834.5599999999997,7.4,10.036175925925926,60.0,26.60263102944247,11.4,232.71929824561403,0,1,1
7202.0,Cocktail Time Key Lime Rtd,750mL,1.0,3960.0,38,400.0,9.0,66.0,203.0,759.34,209.55999999999997,8.33,11.834298245614034,60.0,27.59765059130297,1.1,8.181818181818182,1,0,1
7205.0,Woodstock Hot Licks,750mL,1.0,9165.0,9,160.0,69.0,26.0,3.0,298.74,67.08000000000001,8.91,12.49,60.0,22.454308093994783,0.43333333333333335,159.23076923076923,0,0,1
7211.0,Cocktail Time Strawberry Rtd,750mL,1.0,3960.0,38,380.0,0.0,70.0,195.0,816.3000000000001,224.80000000000004,8.45,11.894824561403508,60.0,27.53889501408796,1.1666666666666667,0.0,1,0,1
7215.0,Lancers Rose,750mL,2.0,6785.0,1,24.0,12.0,24.0,252.0,143.76,48.479999999999976,3.9700000000000006,5.99,60.0,33.72287145242069,0.4,30.0,0,0,1
7219.0,Herradura Reposado NHSLC,750mL,2.0,1128.0,10,354.0,54.0,41.0,33.0,1885.5900000000001,636.73,30.46,45.99,60.0,33.768210480539246,0.6833333333333333,79.02439024390243,0,0,1
7221.0,M & R Sweet Vermouth,1.5L,2.0,480.0,78,1103.0,1113.0,1137.0,14560.0,11927.130000000001,4127.3099999999995,6.86,10.49,60.0,34.604385128693984,18.95,58.733509234828496,0,0,1
7222.0,Mateus Rose,750mL,2.0,7153.0,1,2.0,0.0,2.0,0.0,14.98,5.18,4.9,7.49,60.0,34.57943925233645,0.03333333333333333,0.0,1,0,1
7224.0,Jagermeister Spice,750mL,1.0,3089.0,75,2318.0,115.0,317.0,2497.0,5068.83,1394.8000000000004,11.59,15.99,60.0,27.517198248905572,5.283333333333333,21.766561514195583,0,0,1
7241.0,Glendalough Poitin Shry Cask,750mL,2.0,388.0,10,92.0,0.0,25.0,24.0,749.75,232.75,20.68,30.49,60.0,31.04368122707569,0.4166666666666667,0.0,1,0,1
7254.0,Cribari Marsala,750mL,2.0,1392.0,77,1166.0,1206.0,1198.0,11668.0,9572.02,3150.74,5.36,7.99,60.0,32.91614518147684,19.966666666666665,60.40066777963273,0,0,1
7261.0,Gallo X Dry Vermouth,750mL,2.0,3252.0,59,823.0,806.0,427.0,5077.0,2344.23,802.76,3.6100000000000003,5.49,60.0,34.244080145719494,7.116666666666666,113.2552693208431,0,0,1
7262.0,Gallo Sweet Vermouth,750mL,2.0,3252.0,66,937.0,916.0,624.0,7744.0,3425.76,1185.6000000000001,3.59,5.489999999999999,60.0,34.60837887067395,10.4,88.07692307692308,0,0,1
7265.0,Taylor Fladgate LBV Port,750mL,2.0,4692.0,36,414.0,484.0,155.0,1593.0,2478.4500000000003,858.7000000000002,10.45,16.128888888888888,60.0,34.64665415884928,2.5833333333333335,187.3548387096774,0,1,1
7266.0,Fonseca Bin No 27,750mL,2.0,4692.0,47,437.0,583.0,167.0,1998.0,2352.33,825.9499999999999,9.14,14.197446808510637,60.0,35.11199534078977,2.783333333333333,209.46107784431138,0,1,1
7269.0,Gallo Fairbanks Wh Port,1.5L,2.0,3252.0,21,238.0,218.0,132.0,1408.0,1054.68,336.6,5.44,7.989999999999999,60.0,31.914893617021278,2.2,99.09090909090908,0,0,1
7271.0,Llord's Triple Sec,1.75L,1.0,2396.0,1,6.0,0.0,6.0,0.0,41.94,10.86,5.18,6.99,60.0,25.894134477825464,0.1,0.0,1,0,1
7278.0,Mapple Jack Liquer,750mL,1.0,10754.0,21,251.0,160.0,8.0,25.0,287.92,66.48000000000002,27.68,35.99,60.0,23.089747151986668,0.13333333333333333,1200.0,0,1,1
7279.0,Yago Sant'Gria Red,1.5L,2.0,8352.0,78,940.0,837.0,406.0,6679.0,3508.94,1629.16,4.63,8.653308913308914,60.0,46.428836058752786,6.766666666666667,123.69458128078819,0,0,1
7282.0,Colombo Marsala Sweet,750mL,2.0,9552.0,38,509.0,491.0,353.0,3336.0,3523.4700000000003,1363.1100000000001,6.12,9.987198879551821,60.0,38.68657885550324,5.883333333333334,83.45609065155807,0,0,1
7284.0,Colombo Marsala Dry,750mL,2.0,9552.0,16,193.0,209.0,84.0,881.0,839.16,321.71999999999997,6.16,9.99,60.0,38.33833833833833,1.4,149.2857142857143,0,0,1
7293.0,Chi Chi's Skinny Margarita,1.75L,1.0,660.0,78,760.0,894.0,435.0,7995.0,3851.65,1259.0500000000002,5.96,8.905548014077425,60.0,32.688588007736946,7.25,123.3103448275862,0,0,1
7294.0,Llord's Coffee Liqueur,1.75L,1.0,2396.0,1,2.0,0.0,2.0,0.0,13.98,2.9800000000000004,5.5,6.99,60.0,21.316165951359086,0.03333333333333333,0.0,1,0,1
7300.0,New Amsterdam Coconut Vodka,1.75L,,,1,2.0,0.0,0.0,0.0,0.0,0.0,11.1,14.99,60.0,,0.0,,0,0,0
7302.0,Marques de Caceres Rioja Re,750mL,2.0,1587.0,78,1372.0,1988.0,866.0,13652.0,10941.34,5381.62,6.42,12.598844431921355,60.0,49.18611431506561,14.433333333333334,137.73672055427252,0,0,1
7311.0,New Amsterdam Peach Vodka,1.75L,1.0,3252.0,3,6.0,0.0,5.0,0.0,79.95,21.150000000000002,11.76,15.99,60.0,26.454033771106943,0.08333333333333333,0.0,1,0,1
7316.0,New Amsterdam Red Berry Vdka,1.75L,,,1,3.0,0.0,0.0,0.0,0.0,0.0,12.02,15.99,60.0,,0.0,,0,0,0
7320.0,Malibu Rum Punch RTD,1.75L,1.0,17035.0,75,596.0,588.0,131.0,4723.0,2596.6899999999996,871.4199999999998,13.17,18.83533333333333,60.0,33.55887687787144,2.183333333333333,269.31297709923666,0,1,1
7321.0,Malibu Cosmo Light RTD,1.75L,,,65,25.0,0.0,0.0,16.0,0.0,0.0,12.77,16.99,60.0,,0.0,,0,0,0
7340.0,Viniq Shimmery Liqueur,750mL,1.0,3252.0,78,1222.0,793.0,300.0,2564.0,5697.0,1280.9999999999993,14.72,19.195128205128203,60.0,22.48551869404949,5.0,158.6,0,0,1
7341.0,Smirnoff Watermelon,50mL,1.0,3960.0,76,5473.0,8353.0,7895.0,109074.0,7816.05,1894.8000000000002,0.75,0.9899999999999999,60.0,24.242424242424242,131.58333333333334,63.480683977200755,0,0,1
7344.0,Viniq Shimmery Liqueur,375mL,1.0,3252.0,33,244.0,0.0,66.0,13.0,725.34,214.5,7.74,11.474848484848485,60.0,29.572338489535944,1.1,0.0,1,0,1
7345.0,M & R Asti,750mL,2.0,480.0,79,2279.0,2714.0,1898.0,26667.0,19120.02,6308.52,6.75,10.111645178681664,60.0,32.994316951551305,31.633333333333333,85.79557428872498,0,0,1
7353.0,1800 Ultimate Peach Margrita,1.75L,1.0,7245.0,68,521.0,616.0,144.0,2456.0,2878.56,1147.6799999999998,12.02,19.99,60.0,39.869934967483736,2.4,256.6666666666667,0,1,1
7358.0,Viniq Ruby Shimmery Liqueur,750mL,1.0,3252.0,68,891.0,702.0,157.0,1344.0,2981.43,756.7399999999998,14.17,19.313529411764705,60.0,25.381779884149548,2.6166666666666667,268.28025477707007,0,1,1
7361.0,Bolla Soave,1.5L,2.0,516.0,8,89.0,78.0,19.0,127.0,249.80999999999997,86.41,8.6,13.08375,60.0,34.59028861935071,0.31666666666666665,246.31578947368422,0,1,1
7371.0,Placido Sangiovese Primever,1.5L,2.0,516.0,24,219.0,168.0,93.0,780.0,1050.07,386.05000000000007,7.14,11.635833333333332,60.0,36.76421571895208,1.55,108.38709677419355,0,0,1
7374.0,New Amsterdam Mango Vodka,750mL,1.0,3252.0,67,851.0,2355.0,613.0,7611.0,6145.87,1940.6899999999998,6.86,9.85707551179676,60.0,31.57714042112833,10.216666666666667,230.50570962479608,0,1,1
7375.0,Riunite Lambrusco,750mL,2.0,516.0,1,0.0,0.0,12.0,12.0,71.88,24.239999999999995,3.97,5.99,60.0,33.72287145242069,0.2,0.0,1,0,1
7404.0,New Amsterdam Mango Vodka,50mL,1.0,3252.0,21,1438.0,748.0,448.0,3860.0,443.52,98.56,0.7700000000000001,0.99,60.0,22.222222222222225,7.466666666666667,100.17857142857143,0,0,1
7413.0,Manischewitz Blackberry Kshr,1.5L,2.0,1392.0,41,388.0,341.0,207.0,1931.0,1821.93,747.5999999999999,5.19,8.830447154471544,60.0,41.03340962605588,3.45,98.84057971014492,0,0,1
7423.0,Manischewitz Concord Kosher,1.5L,2.0,1392.0,69,318.0,575.0,320.0,4782.0,2843.8,1093.4,5.47,8.893778467908904,60.0,38.4485547506857,5.333333333333333,107.8125,0,0,1
7424.0,Capt Morgan White,Liter,,,2,42.0,1.0,0.0,0.0,0.0,0.0,12.29,17.99,60.0,,0.0,,0,1,0
7428.0,New Amsterdam Pineapple,Liter,1.0,3252.0,1,12.0,0.0,12.0,0.0,143.88,40.31999999999999,8.63,11.99,60.0,28.023352793994995,0.2,0.0,1,0,1
7433.0,New Amsterdam Orange,Liter,1.0,3252.0,3,19.0,26.0,1.0,49.0,11.99,3.3599999999999994,8.63,11.99,60.0,28.023352793994995,0.016666666666666666,1560.0,0,1,1
7439.0,New Amsterdam Red Berry Vdka,Liter,1.0,3252.0,3,14.0,12.0,2.0,2.0,23.98,5.240000000000002,9.37,11.99,60.0,21.85154295246039,0.03333333333333333,360.0,0,1,1
7454.0,New Amsterdam Coconut Vodka,Liter,,,1,9.0,6.0,0.0,0.0,0.0,0.0,8.56,11.99,60.0,,0.0,,0,1,0
7458.0,New Amsterdam Citron Vodka,Liter,1.0,3252.0,3,12.0,15.0,5.0,53.0,59.95,12.350000000000001,9.52,11.99,60.0,20.60050041701418,0.08333333333333333,180.0,0,0,1
7485.0,M D 20/20,750mL,1.0,9815.0,10,145.0,92.0,199.0,1703.0,794.01,226.85999999999996,2.85,3.9900000000000007,60.0,28.571428571428566,3.316666666666667,27.73869346733668,0,0,1
7535.0,Gekkeikan Sake,750mL,1.0,8320.0,75,1088.0,1000.0,1632.0,14984.0,9775.68,2529.5999999999995,4.44,5.99,60.0,25.87646076794657,27.2,36.76470588235294,0,0,1
7537.0,Avion Silver Tequila,1.75L,1.0,17035.0,62,285.0,92.0,38.0,371.0,3419.62,726.9399999999998,70.86,103.2158064516129,60.0,21.25791754639404,0.6333333333333333,145.26315789473685,0,0,1
7590.0,Stoli 80 VAP Lemonade Shaker,750mL,1.0,8664.0,8,256.0,0.0,59.0,4.0,1052.4099999999999,269.47999999999996,13.27,17.861874999999998,60.0,25.605990060907818,0.9833333333333333,0.0,1,0,1
7629.0,Barenjager Honey & Bourbon,750mL,1.0,6355.0,40,314.0,0.0,73.0,218.0,1557.27,443.2899999999999,15.26,21.056666666666665,60.0,28.465840862535075,1.2166666666666666,0.0,1,0,1
7633.0,Delirio Joven Mezcal,750mL,,,1,8.0,5.0,0.0,0.0,0.0,0.0,38.75,49.99,60.0,,0.0,,0,1,0
7680.0,Viniq Shimmery Glow,750mL,1.0,3252.0,2,0.0,0.0,6.0,60.0,119.94,1.8599999999999994,19.68,19.99,60.0,1.5507753876938466,0.1,0.0,1,0,1
7715.0,Andre Extra Dry,750mL,2.0,3252.0,77,1422.0,2185.0,2624.0,46198.0,15432.76,7534.52,3.01,5.834638380245865,60.0,48.82159769218209,43.733333333333334,49.96189024390244,0,0,1
7716.0,Andre Brut,750mL,2.0,3252.0,68,1518.0,1541.0,1562.0,23622.0,9298.38,3378.3999999999996,3.7900000000000005,5.948687023760553,60.0,36.3332107313317,26.033333333333335,59.1933418693982,0,0,1
7718.0,Andre Pink,750mL,2.0,3252.0,49,928.0,987.0,625.0,8719.0,3727.25,1427.2499999999995,3.6800000000000006,5.939209619745334,60.0,38.29230666040645,10.416666666666666,94.75200000000001,0,0,1
7725.0,Great Western Brut,750mL,2.0,9165.0,44,1060.0,1153.0,272.0,4391.0,2717.28,1066.24,6.070000000000001,9.785454545454545,60.0,39.23923923923924,4.533333333333333,254.33823529411765,0,1,1
7728.0,Great Western X Dry,750mL,2.0,9165.0,52,1102.0,1224.0,313.0,4348.0,3126.87,1226.96,6.069999999999999,9.797692307692309,60.0,39.23923923923924,5.216666666666667,234.63258785942492,0,1,1
7740.0,J Roget Brut,750mL,2.0,1392.0,29,605.0,615.0,345.0,3789.0,2066.55,652.0500000000001,4.1,5.99,60.0,31.552587646076795,5.75,106.95652173913044,0,0,1
7750.0,Cynar Liqueur,Liter,1.0,11567.0,2,2.0,9.0,5.0,22.0,139.95,28.9,22.21,27.99,60.0,20.650232225794927,0.08333333333333333,108.0,0,0,1
7780.0,Herradura Reposado Lot 598,750mL,1.0,1128.0,1,31.0,0.0,30.0,24.0,1379.7,342.3000000000002,34.58,45.99,60.0,24.809741248097424,0.5,0.0,1,0,1
7788.0,Piehole Apple Pie,750mL,1.0,3960.0,21,216.0,205.0,111.0,1504.0,1643.89,760.33,7.96,14.847142857142858,60.0,46.25187816703064,1.85,110.8108108108108,0,0,1
7792.0,Herradura Reposado Lot 599,750mL,1.0,1128.0,2,23.0,24.0,13.0,84.0,597.87,130.78000000000003,35.93,45.99,60.0,21.874320504457494,0.21666666666666667,110.76923076923076,0,0,1
7818.0,Andre Cold Duck,750mL,2.0,3252.0,25,473.0,463.0,237.0,2339.0,1412.63,533.36,3.71,5.970333333333333,60.0,37.75652506318002,3.95,117.21518987341771,0,0,1
7828.0,Bols Peach Schnapps,750mL,1.0,6213.0,38,337.0,0.0,111.0,397.0,886.89,177.60000000000005,6.39,8.30578947368421,60.0,20.025031289111396,1.85,0.0,1,0,1
7830.0,Blossom Hill Wh Znfdl,1.5L,,,2,9.0,4.0,0.0,0.0,0.0,0.0,7.09,10.99,60.0,,0.0,,0,1,0
7838.0,Piehole Pecan Pie,750mL,1.0,3960.0,1,0.0,10.0,10.0,36.0,149.9,65.4,8.45,14.99,60.0,43.62908605737159,0.16666666666666666,60.0,0,0,1
7849.0,Tooters Apple-tini 15 Pk,375mL,1.0,5270.0,6,100.0,103.0,88.0,1739.0,879.12,192.71999999999997,7.8,9.99,60.0,21.921921921921918,1.4666666666666666,70.22727272727273,0,0,1
7851.0,Piehole Pecan Pie,50mL,1.0,3960.0,16,280.0,0.0,143.0,0.0,141.57000000000002,28.6,0.79,0.99,60.0,20.2020202020202,2.3833333333333333,0.0,1,0,1
7855.0,Tooters Tri Berry Punch 15Pk,375mL,1.0,5270.0,5,52.0,0.0,52.0,0.0,519.48,125.84,7.57,9.99,60.0,24.224224224224226,0.8666666666666667,0.0,1,0,1
7860.0,Sutter Home Wh Znfdl,750mL,2.0,8892.0,62,1097.0,1069.0,430.0,5481.0,2575.7,825.5999999999999,4.07,5.99,60.0,32.053422370617696,7.166666666666667,149.1627906976744,0,0,1
7865.0,Moet & Chandon Imperial,750mL,2.0,8112.0,79,2905.0,3546.0,1061.0,23876.0,39353.39,13921.220000000003,23.97,37.1796878726752,60.0,35.374894005319504,17.683333333333334,200.5278039585297,0,1,1
7867.0,Tooters Red-diculous 15 Pk,375mL,1.0,5270.0,5,55.0,58.0,56.0,1485.0,559.44,129.36000000000007,7.68,9.99,60.0,23.123123123123133,0.9333333333333333,62.14285714285714,0,0,1
7868.0,Mumm Cordon Rouge Brut,750mL,2.0,17035.0,55,551.0,708.0,76.0,1730.0,2849.2400000000002,1099.72,23.02,38.330909090909095,60.0,38.5969591891171,1.2666666666666666,558.9473684210526,0,1,1
7872.0,Piper Heidsieck Brut,750mL,2.0,4425.0,78,2372.0,1882.0,91.0,577.0,4094.09,1773.5900000000001,25.5,41.131025641025644,60.0,43.32073794176484,1.5166666666666666,1240.8791208791208,0,1,1
7874.0,Sutter Home Cab Svgn,750mL,2.0,8892.0,3,12.0,0.0,36.0,114.0,215.64,71.99999999999997,3.99,5.989999999999999,60.0,33.38898163606009,0.6,0.0,1,0,1
7878.0,Allens Coffee Brandy,1.75L,1.0,9552.0,78,2383.0,2398.0,2315.0,31126.0,36018.85,12892.0,9.99,15.847405863830012,60.0,35.79236982857587,38.583333333333336,62.1511879049676,0,0,1
7890.0,Barrow's Intense Ginger,750mL,1.0,98450.0,2,17.0,0.0,28.0,72.0,839.7199999999999,217.84000000000003,22.21,29.99,60.0,25.941980660220082,0.4666666666666667,0.0,1,0,1
7891.0,DeLeon Platinum Tequila,750mL,1.0,3960.0,62,369.0,346.0,35.0,767.0,1924.65,666.0500000000001,35.96,51.60290322580645,60.0,34.60629205310057,0.5833333333333334,593.1428571428571,0,1,1
7898.0,Tooters Mango Smash 15 Pk,375mL,1.0,5270.0,6,174.0,0.0,109.0,0.0,1088.91,263.78,7.57,9.99,60.0,24.22422422422422,1.8166666666666667,0.0,1,0,1
7902.0,Piehole Apple Pie,50mL,1.0,3960.0,8,152.0,0.0,99.0,6.0,98.01,26.730000000000004,0.72,0.99,60.0,27.272727272727277,1.65,0.0,1,0,1
7909.0,DeLeon Reposado Tequila,750mL,1.0,3960.0,37,233.0,194.0,23.0,340.0,1379.77,391.69,42.96,56.61162162162162,60.0,28.38806467744624,0.38333333333333336,506.08695652173907,0,1,1
7917.0,Tooters Ala-Bama Slama 15 Pk,375mL,1.0,5270.0,5,84.0,48.0,38.0,930.0,379.62,116.65999999999997,6.92,9.99,60.0,30.73073073073072,0.6333333333333333,75.78947368421053,0,0,1
7931.0,Tooters Blu-D Kamikazi 15 Pk,375mL,1.0,5270.0,5,44.0,67.0,29.0,1075.0,289.71000000000004,102.08000000000001,6.470000000000001,9.99,60.0,35.23523523523524,0.48333333333333334,138.6206896551724,0,0,1
7969.0,Sandeman Founders RSV Port,750mL,2.0,17035.0,77,911.0,883.0,299.0,4335.0,4483.01,1783.0400000000004,9.03,15.12116883116883,60.0,39.77327732929439,4.983333333333333,177.19063545150502,0,0,1
7974.0,Luxardo Sambuca Dei Cesari,750mL,1.0,9165.0,1,4.0,4.0,1.0,12.0,24.99,5.619999999999997,19.37,24.99,60.0,22.488995598239285,0.016666666666666666,240.0,0,1,1
7977.0,M & R X Dry Vermouth,1.5L,1.0,480.0,78,1044.0,1041.0,635.0,8313.0,6661.15,1905.0000000000002,7.49,10.49,60.0,28.598665395614876,10.583333333333334,98.36220472440944,0,0,1
7978.0,M & R X Dry Vermouth,750mL,1.0,480.0,78,1255.0,1173.0,1016.0,14207.0,7609.84,3596.64,3.95,7.49,60.0,47.263017356475295,16.933333333333334,69.27165354330708,0,0,1
7982.0,M & R Sweet Vermouth,750mL,1.0,480.0,78,1259.0,1187.0,1103.0,14743.0,8261.47,3904.62,3.95,7.49,60.0,47.2630173564753,18.383333333333333,64.56935630099728,0,0,1
7985.0,Noilly Prat Extra Dry Vermou,Liter,1.0,480.0,60,657.0,696.0,356.0,4362.0,3556.44,900.6800000000002,7.459999999999999,9.99,60.0,25.32532532532533,5.933333333333334,117.30337078651685,0,0,1
7986.0,Sapling Vermont Maple Liquer,750mL,1.0,9165.0,76,553.0,583.0,172.0,1893.0,5137.28,1287.9199999999998,22.38,29.94504385964912,60.0,25.07007599352186,2.8666666666666667,203.37209302325581,0,1,1
7990.0,Noilly Prat Sweet Vermouth,Liter,1.0,480.0,50,594.0,562.0,261.0,3098.0,2607.39,602.9100000000001,7.68,9.99,60.0,23.123123123123126,4.35,129.19540229885058,0,0,1
7991.0,Stock Italian X Dry Vermouth,1.5L,1.0,8352.0,78,1065.0,991.0,428.0,4739.0,4275.72,1177.0,7.24,9.99,60.0,27.527527527527525,7.133333333333334,138.92523364485982,0,0,1
7992.0,Patron Anejo Tequila,50mL,1.0,9165.0,62,1291.0,1810.0,321.0,4939.0,2243.79,462.2400000000001,5.55,6.99,60.0,20.600858369098717,5.35,338.3177570093458,0,1,1
7993.0,Stock Italian X Dry Vermouth,750mL,1.0,8352.0,77,1101.0,1136.0,670.0,6780.0,4348.3,1078.7,4.88,6.49,60.0,24.80739599383667,11.166666666666666,101.73134328358209,0,0,1
7994.0,Stock Italian Sweet Vermouth,1.5L,1.0,8352.0,78,1131.0,1063.0,505.0,5916.0,5044.95,1040.3000000000002,7.93,9.99,60.0,20.620620620620624,8.416666666666666,126.2970297029703,0,0,1
7995.0,Patron Reposado Tequila,50mL,1.0,9165.0,59,1639.0,2022.0,224.0,3536.0,1453.76,344.96000000000004,4.95,6.49,60.0,23.728813559322038,3.7333333333333334,541.6071428571429,0,1,1
7996.0,Stock Italian Sweet Vermouth,750mL,2.0,8352.0,73,1102.0,1148.0,540.0,5345.0,3504.6,1085.3999999999999,4.48,6.489999999999999,60.0,30.97072419106317,9.0,127.55555555555556,0,0,1
8000.0,The Glenlivet 12 Yr Single,1.75L,1.0,17035.0,78,1532.0,2024.0,913.0,13673.0,62074.869999999995,12809.389999999996,53.96,67.99,60.0,20.63538755699367,15.216666666666667,133.0120481927711,0,0,1
8008.0,Bols Peppermint Schnapps,Liter,1.0,6213.0,7,53.0,37.0,12.0,116.0,119.88,34.2,7.14,9.99,60.0,28.52852852852853,0.2,185.0,0,1,1
8010.0,Wild Turkey Forgiven,750mL,1.0,11567.0,12,97.0,20.0,8.0,12.0,439.92,125.68,39.28,54.99,60.0,28.56883069649027,0.13333333333333333,150.0,0,0,1
8011.0,Pepe Lopez White,Liter,1.0,1128.0,9,95.0,100.0,52.0,842.0,519.48,143.00000000000003,7.239999999999999,9.99,60.0,27.527527527527536,0.8666666666666667,115.38461538461539,0,0,1
8012.0,Pepe Lopez Premium Gold,Liter,,,1,12.0,6.0,0.0,0.0,0.0,0.0,7.46,9.99,60.0,,0.0,,0,1,0
8016.0,La Vieille Ferme Wh Rhone,750mL,2.0,1587.0,76,1376.0,1800.0,704.0,16020.0,5916.96,2544.7999999999997,4.79,8.191416322717979,60.0,43.00857196938968,11.733333333333333,153.4090909090909,0,0,1
8017.0,Pepe Lopez Premium Tequila,750mL,1.0,1128.0,1,0.0,0.0,12.0,72.0,131.88,37.68000000000001,7.849999999999999,10.99,60.0,28.571428571428577,0.2,0.0,1,0,1
8018.0,La Vieille Ferme Red Ventoux,750mL,2.0,1587.0,78,1611.0,1818.0,806.0,19793.0,6711.94,3004.34,4.6,8.389799053847636,60.0,44.761127185284735,13.433333333333334,135.33498759305212,0,0,1
